Age,Categorie_age,Sexe,Milieu,Region_geographique,Etat_matrimonial,Niveau_education,Annees_experience,CSP,Secteur_emploi,Propriete_immobiliere,Vehicule_motorise,Terrain_agricole,Revenu_secondaire,Revenu_Annuel
51,45-54,Homme,Urbain,Centre,Marié,Sans niveau,22.0,Inactifs,nan,Non,Non,Non,Non,5941.0
23,18-24,Homme,Rural,Ouest,Célibataire,Secondaire,3.0,Employés,Public,Non,Oui,Non,Non,15479.0
39,35-44,Femme,Urbain,Ouest,Marié,Sans niveau,5.0,Ouvriers,Informel,Non,Non,Non,Non,3222.0
28,25-34,Homme,Urbain,Ouest,Marié,Fondamental,1.0,Ouvriers,Privé,Non,Non,Non,Non,7213.0
33,25-34,Femme,Rural,Centre,Marié,Fondamental,0.0,Ouvriers,Privé,Non,Non,Non,Non,4061.0
50,45-54,Femme,Urbain,Est,Veuf,Secondaire,15.0,Professions intermédiaires,Privé,Non,Non,Non,Oui,27994.0
26,25-34,Homme,Urbain,Centre,Célibataire,Secondaire,5.0,Employés,Public,Non,Oui,Non,Non,19302.0
23,18-24,Homme,Rural,Centre,Célibataire,Fondamental,4.0,Ouvriers,Informel,Non,Oui,Non,Non,4176.0
33,25-34,Femme,Urbain,Ouest,Marié,Supérieur,8.0,Professions intermédiaires,Public,Non,Oui,Non,Oui,56443.0
46,45-54,Homme,Rural,Est,Divorcé,Fondamental,19.0,Ouvriers,Informel,Oui,Non,Non,Non,4776.0
20,18-24,Homme,Urbain,Ouest,Célibataire,Fondamental,0.0,Inactifs,nan,Non,Non,Non,Non,7377.0
37,35-44,Femme,Rural,Ouest,Marié,Supérieur,13.0,Cadres supérieurs,Privé,Oui,Non,Non,Non,84151.0
53,45-54,Homme,Urbain,Sud,Marié,Secondaire,24.0,Professions intermédiaires,Privé,Non,Oui,Non,Oui,42135.0
36,35-44,Homme,Rural,Sud,Célibataire,Fondamental,18.0,Ouvriers,Informel,Non,Non,Non,Oui,7769.0
43,35-44,Homme,Rural,Centre,Marié,Fondamental,3.0,Agriculteurs,Informel,Non,Non,Oui,Oui,6635.0
20,18-24,Homme,Urbain,Centre,Célibataire,Sans niveau,2.0,Agriculteurs,Informel,Oui,Oui,Oui,Oui,6318.0
36,35-44,Homme,Rural,Est,Veuf,Secondaire,11.0,Employés,Public,Non,Non,Non,Non,18215.0
37,35-44,Femme,Urbain,Nord,Marié,Secondaire,6.0,Employés,Public,Non,Non,Non,Non,15198.0
49,45-54,Femme,Rural,Nord,Veuf,Secondaire,3.0,Ouvriers,Informel,Non,Non,Non,Non,6598.0
24,18-24,Homme,Rural,Nord,Marié,Sans niveau,5.0,Ouvriers,Privé,Non,Non,Non,Non,3112.0
58,55-64,Femme,Urbain,Centre,Célibataire,Secondaire,16.0,Professions intermédiaires,Privé,Non,Oui,Non,Non,29868.0
50,45-54,Homme,Urbain,Nord,Marié,Fondamental,13.0,Ouvriers,Privé,Non,Non,Non,Non,8601.0
57,55-64,Femme,Urbain,Nord,Marié,Fondamental,1.0,Ouvriers,Informel,Non,Non,Non,Non,3968.0
56,55-64,Homme,Urbain,Nord,Divorcé,Fondamental,11.0,Ouvriers,Informel,Non,Non,Non,Non,6047.0
35,35-44,Femme,Urbain,Centre,Marié,Supérieur,6.0,Professions intermédiaires,Privé,Non,Oui,Non,Non,50569.0
57,55-64,Homme,Urbain,Ouest,Veuf,Fondamental,10.0,Ouvriers,Informel,Non,Oui,Non,Non,6244.0
18,18-24,Homme,Urbain,Est,Célibataire,Sans niveau,0.0,Inactifs,nan,Non,Non,Non,Non,4608.0
28,25-34,Femme,Rural,Sud,Célibataire,Supérieur,0.0,Employés,Public,Oui,Non,Non,Oui,22384.0
45,45-54,Homme,Urbain,Ouest,Divorcé,Secondaire,1.0,Employés,Privé,Non,Oui,Non,Non,17462.0
42,35-44,Homme,Urbain,Nord,Célibataire,Fondamental,23.0,Ouvriers,Informel,Non,Non,Non,Non,7072.0
40,35-44,Homme,Urbain,Nord,Marié,Secondaire,15.0,Professions intermédiaires,Public,Oui,Non,Non,Non,33236.0
48,45-54,Femme,Rural,Est,Veuf,Sans niveau,22.0,Agriculteurs,Informel,Non,Non,Oui,Non,1642.0
47,45-54,Homme,Rural,Sud,Veuf,Secondaire,2.0,Ouvriers,Informel,Non,Non,Non,Non,7299.0
59,55-64,Femme,Urbain,Est,Marié,Supérieur,8.0,Professions intermédiaires,Privé,Non,Oui,Non,Oui,51382.0
52,45-54,Homme,Rural,Centre,Divorcé,Sans niveau,4.0,Agriculteurs,Privé,Non,Non,Non,Non,2980.0
24,18-24,Homme,Rural,Centre,Célibataire,Supérieur,0.0,Employés,Privé,Oui,Non,Non,Non,29696.0
33,25-34,Homme,Rural,Centre,Divorcé,Secondaire,0.0,Ouvriers,Informel,Non,Non,Non,Non,7557.0
43,35-44,Femme,Urbain,Sud,Marié,Fondamental,15.0,Ouvriers,Informel,Oui,Non,Non,Non,4548.0
19,18-24,Homme,Urbain,Nord,Célibataire,Fondamental,0.0,Inactifs,nan,Non,Non,Non,Non,6944.0
18,18-24,Femme,Urbain,Sud,Célibataire,Supérieur,0.0,Professions intermédiaires,Privé,Oui,Oui,Non,Non,29477.0
29,25-34,Homme,Urbain,Centre,Marié,Secondaire,8.0,Employés,Informel,Oui,Non,Non,Non,16327.0
22,18-24,Femme,Rural,Sud,Célibataire,Fondamental,2.0,Agriculteurs,Informel,Non,Non,Oui,Non,2430.0
54,45-54,Homme,Urbain,Ouest,Marié,Fondamental,17.0,Ouvriers,Privé,Non,Non,Non,Non,9316.0
49,45-54,Femme,Rural,Sud,Marié,Fondamental,26.0,Ouvriers,Privé,Non,Non,Non,Non,5827.0
26,25-34,Homme,Urbain,Est,Divorcé,Secondaire,4.0,Ouvriers,Informel,Non,Non,Non,Non,9190.0
58,55-64,Homme,Urbain,Sud,Marié,Sans niveau,8.0,Ouvriers,Informel,Non,Non,Non,Non,3334.0
52,45-54,Femme,Rural,Est,Divorcé,Sans niveau,20.0,Inactifs,nan,Non,Non,Non,Non,2566.0
36,35-44,Femme,Rural,Est,Célibataire,Fondamental,4.0,Agriculteurs,Informel,Non,Non,Oui,Non,2533.0
33,25-34,Homme,Rural,Nord,Marié,Supérieur,7.0,Professions intermédiaires,Public,Non,Non,Non,Non,58115.0
20,18-24,Femme,Urbain,Est,Célibataire,Supérieur,0.0,Employés,Privé,Non,Non,Oui,Non,22085.0
37,35-44,Homme,Rural,Est,Marié,Secondaire,16.0,Professions intermédiaires,Privé,Oui,Non,Non,Non,29485.0
41,35-44,Femme,Urbain,Sud,Divorcé,Supérieur,4.0,Professions intermédiaires,Privé,Oui,Oui,Non,Non,38924.0
50,45-54,Homme,Rural,Centre,Célibataire,Sans niveau,20.0,Ouvriers,Informel,Non,Non,Non,Non,2673.0
41,35-44,Femme,Urbain,Sud,Célibataire,Supérieur,17.0,Cadres supérieurs,Public,Oui,Oui,Non,Non,83269.0
28,25-34,Homme,Rural,Est,Marié,Sans niveau,4.0,Inactifs,nan,Non,Non,Non,Non,2920.0
25,25-34,Femme,Rural,Est,Marié,Fondamental,1.0,Agriculteurs,Informel,Oui,Non,Non,Non,2339.0
53,45-54,Homme,Rural,Sud,Veuf,Fondamental,5.0,Agriculteurs,Informel,Oui,Non,Non,Non,3324.0
55,55-64,Homme,Rural,Centre,Marié,Fondamental,36.0,Ouvriers,Privé,Oui,Non,Non,Non,9927.0
57,55-64,Homme,Rural,Est,Veuf,Supérieur,22.0,Cadres supérieurs,Privé,Oui,Non,Non,Oui,128574.0
37,35-44,Homme,Urbain,Nord,Célibataire,Fondamental,17.0,Ouvriers,Informel,Non,Oui,Non,Non,6486.0
52,45-54,Homme,Rural,Est,Marié,Secondaire,13.0,Professions intermédiaires,Public,Oui,Oui,Non,Oui,28636.0
42,35-44,Femme,Urbain,Centre,Marié,Secondaire,20.0,Professions intermédiaires,Privé,Non,Non,Non,Non,33199.0
52,45-54,Femme,Urbain,Sud,Marié,Secondaire,19.0,Professions intermédiaires,Public,Oui,Oui,Non,Oui,29304.0
42,35-44,Femme,Rural,Centre,Marié,Sans niveau,21.0,Ouvriers,Informel,Oui,Non,Non,Non,2081.0
46,45-54,Homme,Rural,Centre,Veuf,Supérieur,4.0,Professions intermédiaires,Public,Non,Non,Non,Oui,53853.0
35,35-44,Femme,Urbain,Centre,Divorcé,Secondaire,8.0,Employés,Privé,Non,Non,Non,Oui,20825.0
63,55-64,Femme,Urbain,Nord,Marié,Secondaire,4.0,Employés,Privé,Non,Oui,Non,Non,14920.0
35,35-44,Homme,Urbain,Centre,Marié,Supérieur,8.0,Professions intermédiaires,Public,Non,Non,Non,Non,67567.0
19,18-24,Femme,Rural,Centre,Célibataire,Fondamental,0.0,Inactifs,nan,Non,Non,Non,Non,4224.0
52,45-54,Homme,Urbain,Centre,Veuf,Secondaire,21.0,Professions intermédiaires,Public,Non,Oui,Non,Non,40605.0
33,25-34,Femme,Urbain,Est,Marié,Secondaire,7.0,Employés,Privé,Non,Oui,Non,Non,14820.0
58,55-64,Homme,Urbain,Sud,Marié,Fondamental,34.0,Ouvriers,Informel,Non,Non,Non,Non,7380.0
53,45-54,Homme,Urbain,Est,Marié,Supérieur,10.0,Cadres supérieurs,Privé,Non,Non,Non,Non,84051.0
50,45-54,Homme,Rural,Ouest,Marié,Supérieur,0.0,Employés,Privé,Oui,Non,Non,Non,29534.0
21,18-24,Femme,Rural,Sud,Célibataire,Secondaire,1.0,Employés,Privé,Oui,Non,Non,Non,10031.0
50,45-54,Femme,Urbain,Centre,Veuf,Sans niveau,25.0,Inactifs,nan,Non,Non,Non,Non,4544.0
31,25-34,Homme,Urbain,Nord,Marié,Secondaire,1.0,Employés,Public,Oui,Non,Non,Non,15567.0
38,35-44,Homme,Rural,Centre,Célibataire,Fondamental,4.0,Ouvriers,Privé,Non,Oui,Non,Non,5924.0
37,35-44,Femme,Rural,Centre,Marié,Fondamental,12.0,Ouvriers,Informel,Non,Non,Non,Non,3848.0
25,25-34,Femme,Urbain,Nord,Célibataire,Fondamental,6.0,Agriculteurs,Informel,Non,Non,Non,Non,3820.0
24,18-24,Femme,Urbain,Centre,Célibataire,Supérieur,1.0,Employés,Privé,Non,Non,Non,Non,27732.0
20,18-24,Femme,Rural,Nord,Célibataire,Fondamental,2.0,Agriculteurs,Informel,Oui,Oui,Oui,Non,2658.0
34,25-34,Homme,Rural,Centre,Marié,Secondaire,3.0,Ouvriers,Informel,Non,Non,Non,Non,8775.0
50,45-54,Homme,Rural,Centre,Marié,Sans niveau,1.0,Inactifs,nan,Non,Non,Non,Non,3236.0
29,25-34,Homme,Urbain,Nord,Divorcé,Secondaire,3.0,Ouvriers,Informel,Non,Oui,Non,Non,9803.0
39,35-44,Homme,Rural,Centre,Marié,Fondamental,12.0,Ouvriers,Informel,Non,Non,Non,Non,4827.0
39,35-44,Femme,Rural,Centre,Célibataire,Fondamental,6.0,Agriculteurs,Privé,Non,Oui,Oui,Oui,7176.0
63,55-64,Homme,Rural,Est,Marié,Fondamental,15.0,Ouvriers,Informel,Non,Non,Non,Non,4597.0
47,45-54,Femme,Rural,Centre,Marié,Secondaire,9.0,Employés,Privé,Non,Non,Non,Non,16203.0
55,55-64,Femme,Urbain,Ouest,Marié,Fondamental,8.0,Agriculteurs,Informel,Oui,Non,Oui,Non,4196.0
55,55-64,Femme,Rural,Est,Marié,Secondaire,34.0,Professions intermédiaires,Privé,Non,Non,Non,Non,35344.0
62,55-64,Femme,Urbain,Est,Divorcé,Fondamental,25.0,Ouvriers,Informel,Oui,Non,Non,Non,5153.0
25,25-34,Femme,Rural,Est,Marié,Supérieur,2.0,Professions intermédiaires,Privé,Non,Oui,Non,Oui,35046.0
44,35-44,Homme,Rural,Sud,Célibataire,Secondaire,6.0,Employés,Informel,Oui,Non,Non,Non,11613.0
44,35-44,Femme,Rural,Nord,Marié,Secondaire,15.0,Professions intermédiaires,Privé,Oui,Oui,Non,Oui,28238.0
51,45-54,Femme,Urbain,Est,Célibataire,Secondaire,21.0,Professions intermédiaires,Privé,Oui,Oui,Non,Oui,32063.0
38,35-44,Femme,Urbain,Est,Célibataire,Secondaire,9.0,Employés,Informel,,Oui,Non,Non,11433.0
47,45-54,Femme,Urbain,Ouest,Marié,Secondaire,20.0,Professions intermédiaires,Public,Non,Non,Non,Non,31375.0
50,45-54,Homme,Urbain,Centre,Marié,Sans niveau,26.0,Agriculteurs,Informel,Non,Oui,Oui,Non,3728.0
45,45-54,Femme,Urbain,Ouest,Veuf,Secondaire,15.0,Professions intermédiaires,Privé,Oui,Non,Non,Oui,32053.0
50,45-54,Homme,Rural,Centre,Marié,Supérieur,23.0,Cadres supérieurs,Privé,Oui,Oui,Non,Non,149393.0
22,18-24,Homme,Urbain,Centre,Célibataire,Supérieur,0.0,Employés,Privé,Oui,Non,Non,Oui,35104.0
36,35-44,Homme,Urbain,Ouest,Marié,Fondamental,18.0,Ouvriers,Privé,Non,Non,Non,Non,9400.0
21,18-24,Homme,Rural,Centre,Célibataire,Secondaire,0.0,Ouvriers,Privé,Non,Non,Non,Non,10428.0
52,45-54,Femme,Rural,Centre,Divorcé,Supérieur,12.0,Cadres supérieurs,Privé,Non,Oui,Non,Non,80549.0
34,25-34,Femme,Urbain,Ouest,Marié,Fondamental,9.0,Ouvriers,Informel,Non,Non,Non,Non,4872.0
61,55-64,Homme,Urbain,Nord,Veuf,Secondaire,35.0,Professions intermédiaires,Privé,Oui,Non,Oui,Non,53829.0
45,45-54,Femme,Urbain,Centre,Marié,Secondaire,5.0,Employés,Public,Non,Oui,Non,Non,15238.0
47,45-54,Femme,Urbain,Centre,Veuf,Supérieur,6.0,Professions intermédiaires,Privé,Oui,Non,Non,Non,50788.0
46,45-54,Femme,Rural,Sud,Divorcé,Secondaire,0.0,Ouvriers,Privé,Non,Non,Non,Non,7210.0
63,55-64,Femme,Rural,Nord,Veuf,Secondaire,5.0,Employés,Privé,Non,Oui,Non,Non,13267.0
23,18-24,Femme,Rural,Est,Célibataire,Fondamental,3.0,Agriculteurs,Privé,Non,Non,Oui,Non,3491.0
52,45-54,Femme,Rural,Centre,Veuf,Secondaire,4.0,Ouvriers,Privé,Non,Non,Non,Oui,12952.0
58,55-64,Femme,Rural,Centre,Divorcé,Secondaire,28.0,Professions intermédiaires,Privé,Non,Oui,Non,Non,36391.0
54,45-54,Homme,Rural,Centre,Marié,Fondamental,17.0,Ouvriers,Informel,Oui,Non,Non,Non,5454.0
41,35-44,Homme,Rural,Nord,Célibataire,Sans niveau,13.0,Agriculteurs,Privé,Non,Oui,Oui,Oui,5870.0
46,45-54,Femme,Urbain,Centre,Veuf,Secondaire,13.0,Professions intermédiaires,Privé,Oui,Oui,Non,Non,27550.0
63,55-64,Femme,Urbain,Sud,Divorcé,Supérieur,9.0,Cadres supérieurs,Public,Non,Non,Non,Non,60969.0
48,45-54,Femme,Urbain,Centre,Marié,Supérieur,9.0,Cadres supérieurs,Privé,Oui,Oui,Non,Oui,76373.0
52,45-54,Homme,Rural,Centre,Divorcé,Fondamental,15.0,Ouvriers,Privé,Non,Non,Non,Non,7178.0
50,45-54,Homme,Rural,Centre,Marié,Fondamental,7.0,Ouvriers,Privé,Non,Non,Non,Non,6295.0
38,35-44,Homme,Urbain,Sud,Marié,Supérieur,7.0,Professions intermédiaires,Privé,Oui,Oui,Non,Oui,61355.0
49,45-54,Homme,Rural,Centre,Divorcé,Fondamental,22.0,Ouvriers,Informel,Non,Non,Non,Non,5987.0
40,35-44,Femme,Urbain,Est,Marié,Fondamental,18.0,Ouvriers,Privé,Non,Non,Non,Non,6545.0
50,45-54,Homme,Rural,Centre,Marié,Secondaire,15.0,Professions intermédiaires,Privé,Oui,Non,Non,Oui,36145.0
20,18-24,Homme,Urbain,Centre,Célibataire,Fondamental,2.0,Agriculteurs,Informel,Non,Non,Non,Oui,7860.0
35,35-44,Homme,Urbain,Nord,Marié,Fondamental,5.0,Ouvriers,Informel,Non,Non,Non,Non,5387.0
42,35-44,Femme,Urbain,Sud,Marié,Fondamental,22.0,Ouvriers,Informel,Non,Oui,Non,Non,5023.0
59,55-64,Homme,Urbain,Centre,Célibataire,Fondamental,41.0,Ouvriers,Privé,Non,Non,Non,Non,12577.0
48,45-54,Homme,Urbain,Nord,Divorcé,Secondaire,22.0,Professions intermédiaires,Public,Oui,Oui,Non,Non,39347.0
20,18-24,Homme,Rural,Nord,Célibataire,Sans niveau,0.0,Inactifs,nan,Non,Non,Non,Non,3252.0
57,55-64,Homme,Urbain,Nord,Marié,Fondamental,10.0,Ouvriers,Privé,Oui,Non,Non,Oui,11021.0
63,55-64,Femme,Rural,Centre,Marié,Fondamental,5.0,Ouvriers,Privé,Oui,Non,Non,Non,4714.0
41,35-44,Femme,Urbain,Centre,Marié,Supérieur,16.0,Cadres supérieurs,Privé,Non,Non,Non,Non,97812.0
49,45-54,Femme,Urbain,Nord,Marié,Supérieur,1.0,Employés,Public,Non,Oui,Non,Non,25158.0
39,35-44,Homme,Rural,Centre,Divorcé,Fondamental,10.0,Ouvriers,Informel,Non,Non,Non,Non,4721.0
40,35-44,Homme,Urbain,Centre,Marié,Secondaire,15.0,Professions intermédiaires,Public,Non,Oui,Non,Non,35452.0
19,18-24,Homme,Urbain,Centre,Célibataire,Fondamental,1.0,Ouvriers,Informel,Non,Non,Non,Non,5295.0
44,35-44,Homme,Urbain,Est,Marié,Supérieur,17.0,Cadres supérieurs,Public,Oui,Oui,Non,Oui,108069.0
59,55-64,Homme,Urbain,Est,Marié,Supérieur,28.0,Cadres supérieurs,Privé,Non,Oui,Non,Non,151821.0
19,18-24,Homme,Urbain,Ouest,Célibataire,Fondamental,1.0,Ouvriers,Privé,Non,Non,Non,Oui,10081.0
43,35-44,Homme,Urbain,Ouest,Célibataire,Supérieur,8.0,Professions intermédiaires,Privé,Oui,Oui,Non,Non,71039.0
34,25-34,Homme,Urbain,Sud,Marié,Fondamental,16.0,Ouvriers,Privé,Non,Non,Non,Non,8085.0
57,55-64,Homme,Urbain,Centre,Marié,Secondaire,10.0,Employés,Public,Non,Non,Non,Non,22636.0
50,45-54,Homme,Rural,Nord,Marié,Secondaire,0.0,Ouvriers,Informel,Non,Non,Non,Non,7165.0
26,25-34,Femme,Urbain,Ouest,Marié,Secondaire,6.0,Employés,,Non,Non,Non,Oui,18819.0
60,55-64,Homme,Rural,Nord,Marié,Secondaire,7.0,Employés,Privé,Oui,Oui,Non,Non,18129.0
56,55-64,Femme,Urbain,Est,Célibataire,Fondamental,11.0,Ouvriers,Privé,Non,Non,Non,Non,5786.0
46,45-54,Femme,Rural,Nord,Veuf,Sans niveau,20.0,Inactifs,nan,Non,Non,Non,Non,2825.0
59,55-64,Homme,Rural,Ouest,Divorcé,Secondaire,2.0,Ouvriers,Informel,Non,Non,Non,Non,8398.0
43,35-44,Femme,Urbain,Centre,Veuf,Sans niveau,11.0,Agriculteurs,Privé,Non,Non,Oui,Non,3878.0
52,45-54,Homme,Rural,Nord,Marié,Sans niveau,10.0,Inactifs,nan,Non,Non,Non,Non,3314.0
42,35-44,Homme,Urbain,Nord,Veuf,Secondaire,9.0,Employés,Privé,Non,Non,Non,Non,22241.0
41,35-44,Homme,Urbain,Centre,Célibataire,Secondaire,14.0,Professions intermédiaires,Privé,Non,Oui,Non,Non,35630.0
30,25-34,Femme,Urbain,Centre,Marié,Secondaire,1.0,Ouvriers,Privé,Non,Non,Non,Non,10202.0
24,18-24,Homme,Rural,Nord,Célibataire,Fondamental,1.0,Agriculteurs,Privé,Non,Non,Oui,Oui,7684.0
53,45-54,Femme,Rural,Centre,Marié,Secondaire,33.0,Professions intermédiaires,Privé,Oui,Non,Non,Non,40117.0
62,55-64,Homme,Urbain,Centre,Marié,Sans niveau,16.0,Ouvriers,Informel,Oui,Non,Non,Non,4132.0
37,35-44,Femme,Urbain,Est,Marié,Fondamental,16.0,Ouvriers,Informel,Non,Non,Non,Non,4610.0
18,18-24,Femme,Urbain,Nord,Célibataire,Supérieur,0.0,Employés,Public,Non,Non,Non,Non,23187.0
25,25-34,Femme,Urbain,Nord,Célibataire,Sans niveau,6.0,Ouvriers,Informel,Non,Non,Non,Non,2952.0
63,55-64,Femme,Urbain,Nord,Marié,Secondaire,25.0,Professions intermédiaires,Privé,Oui,Non,Non,Non,34822.0
33,25-34,Homme,Urbain,Centre,Célibataire,Fondamental,9.0,Ouvriers,Privé,Non,Non,Non,Non,8388.0
31,25-34,Homme,Urbain,Nord,Marié,Supérieur,2.0,Professions intermédiaires,Privé,Non,Non,Non,Non,47531.0
29,25-34,Homme,Rural,Nord,Marié,Secondaire,7.0,Employés,Privé,Non,Non,Non,Non,18247.0
40,35-44,Homme,Urbain,Est,Marié,Sans niveau,20.0,Agriculteurs,Privé,Oui,Non,Non,Non,4258.0
32,25-34,Homme,Rural,Nord,Marié,Sans niveau,1.0,Ouvriers,Informel,Non,Non,Non,Non,2208.0
45,45-54,Femme,Urbain,Ouest,Divorcé,Secondaire,5.0,Employés,Public,Oui,Oui,,Oui,18446.0
51,45-54,Homme,Rural,Ouest,Marié,Secondaire,22.0,Professions intermédiaires,Public,Oui,Non,Non,Non,38222.0
19,18-24,Homme,Urbain,Centre,Célibataire,Secondaire,0.0,Employés,Privé,Non,Oui,Non,Non,16427.0
49,45-54,Homme,Urbain,Centre,Marié,Fondamental,18.0,Ouvriers,Informel,Non,Non,Non,Non,6998.0
40,35-44,Femme,Rural,Centre,Marié,Secondaire,1.0,Employés,Privé,Oui,Non,Non,Non,11742.0
39,35-44,Homme,Rural,Est,Marié,Fondamental,0.0,Ouvriers,Informel,Non,Oui,Non,Non,3196.0
42,35-44,Femme,Urbain,Nord,Marié,Secondaire,15.0,Professions intermédiaires,Public,Oui,Oui,Non,Oui,29450.0
39,35-44,Femme,Urbain,Sud,Marié,Fondamental,7.0,Ouvriers,Privé,Non,Non,Non,Non,5355.0
39,35-44,Femme,Rural,Centre,Marié,Sans niveau,7.0,Inactifs,nan,Oui,Non,Non,Non,2726.0
59,55-64,Homme,Urbain,Sud,Marié,Supérieur,24.0,Cadres supérieurs,Privé,Non,Oui,Non,Oui,139388.0
23,18-24,Homme,Rural,Nord,Célibataire,Secondaire,3.0,Ouvriers,Informel,Non,Non,Oui,Non,8469.0
32,25-34,Femme,Urbain,Est,Marié,Fondamental,6.0,Ouvriers,Informel,Oui,Non,Non,Non,3949.0
60,55-64,Femme,Urbain,Sud,Marié,Sans niveau,15.0,Agriculteurs,Informel,Oui,Non,Oui,Oui,5520.0
54,45-54,Homme,Urbain,Est,Marié,Fondamental,34.0,Ouvriers,Informel,Non,Non,Non,Non,7236.0
50,45-54,Homme,Urbain,Nord,Marié,Fondamental,16.0,Ouvriers,Informel,Non,Non,Non,Non,6392.0
25,25-34,Homme,Rural,Sud,Célibataire,Supérieur,1.0,Professions intermédiaires,Privé,Oui,Non,Non,Non,36932.0
61,55-64,Femme,Urbain,Est,Marié,Secondaire,26.0,Professions intermédiaires,Privé,Non,Oui,Non,Oui,35343.0
61,55-64,Homme,Urbain,Est,Marié,Fondamental,36.0,Ouvriers,Informel,Oui,Non,Non,Non,7541.0
22,18-24,Femme,Urbain,Centre,Célibataire,Fondamental,2.0,Agriculteurs,Informel,Non,Non,Oui,Oui,6809.0
56,55-64,Homme,Urbain,Centre,Marié,Fondamental,2.0,Ouvriers,Informel,Non,Non,Non,Non,5402.0
21,18-24,Homme,Urbain,Centre,Célibataire,Sans niveau,1.0,Agriculteurs,Informel,Non,Non,Non,Non,3399.0
23,18-24,Homme,Urbain,Ouest,Célibataire,Supérieur,0.0,Professions intermédiaires,Privé,Oui,Oui,Non,Non,43395.0
62,55-64,Homme,Rural,Nord,Célibataire,Secondaire,17.0,Professions intermédiaires,Public,Non,Non,Non,Non,32193.0
49,45-54,Homme,Rural,Centre,Marié,Supérieur,24.0,Cadres supérieurs,Public,Oui,Oui,Non,Oui,150000.0
47,45-54,Homme,Rural,Nord,Marié,Secondaire,22.0,Professions intermédiaires,Privé,Non,Non,Non,Oui,41014.0
52,45-54,Femme,Urbain,Sud,Célibataire,Secondaire,8.0,Employés,Privé,Non,Oui,Non,Non,15272.0
57,55-64,Femme,Rural,Sud,Marié,Fondamental,7.0,Ouvriers,Informel,Non,Non,Non,Non,3041.0
33,25-34,Femme,Rural,Ouest,Marié,Secondaire,3.0,Employés,Public,Non,Oui,Non,Non,12326.0
30,25-34,Femme,Urbain,Sud,Divorcé,Fondamental,1.0,Agriculteurs,Informel,Oui,Non,Oui,Oui,6211.0
59,55-64,Homme,Rural,Est,Veuf,Secondaire,0.0,Ouvriers,Privé,Non,Non,Non,Non,8840.0
47,45-54,Homme,Rural,Centre,Marié,Secondaire,24.0,Professions intermédiaires,Public,Oui,Oui,Non,Oui,43166.0
36,35-44,Femme,Rural,Sud,Veuf,Secondaire,13.0,Professions intermédiaires,Privé,Non,Non,Non,Non,21471.0
34,25-34,Femme,Rural,Est,Veuf,Sans niveau,14.0,Inactifs,nan,Non,Oui,Oui,Non,2444.0
36,35-44,Femme,Rural,Est,Marié,Fondamental,2.0,Agriculteurs,Informel,Non,Oui,Oui,Oui,5345.0
45,45-54,Femme,Rural,Est,Marié,Sans niveau,22.0,Ouvriers,Informel,Non,Non,Non,Non,1769.0
43,35-44,Femme,Rural,Sud,Marié,Secondaire,12.0,Employés,Privé,Non,Non,Non,Non,15328.0
54,45-54,Homme,Urbain,Nord,Marié,Secondaire,8.0,Employés,Informel,Oui,Non,Non,Non,15585.0
43,35-44,Femme,Rural,Sud,Marié,Secondaire,7.0,Employés,Privé,Non,Oui,Non,Non,12998.0
40,35-44,Femme,Urbain,Nord,Marié,Fondamental,13.0,Ouvriers,Informel,Non,Non,Non,Non,4886.0
26,25-34,Homme,Rural,Nord,Divorcé,Sans niveau,4.0,Agriculteurs,Informel,Non,Non,Oui,Non,2027.0
29,25-34,Homme,Urbain,Est,Marié,Supérieur,2.0,Employés,Privé,Non,Non,Non,Non,32399.0
18,18-24,Homme,Urbain,Centre,Célibataire,Fondamental,0.0,Inactifs,nan,Non,Non,Non,Oui,10256.0
18,18-24,Homme,Rural,Est,Marié,Fondamental,0.0,Inactifs,nan,Non,Non,Non,Non,4520.0
51,45-54,Homme,Rural,Sud,Marié,Fondamental,31.0,Ouvriers,Informel,Non,Non,Non,Non,5804.0
49,45-54,Homme,Urbain,Ouest,Divorcé,Secondaire,6.0,Employés,Informel,Non,Non,Non,Non,15231.0
42,35-44,Homme,Urbain,Centre,Marié,Supérieur,15.0,Cadres supérieurs,Public,Non,Oui,Non,Oui,116728.0
57,55-64,Homme,Rural,Centre,Divorcé,Fondamental,31.0,Ouvriers,Informel,Non,Non,Non,Non,6799.0
62,55-64,Femme,Urbain,Ouest,Marié,Fondamental,31.0,Ouvriers,Privé,Non,Oui,Non,Non,8802.0
18,18-24,Femme,Urbain,Nord,Célibataire,Secondaire,0.0,Employés,Public,Non,Non,Non,Oui,14955.0
33,25-34,Femme,Rural,Est,Marié,Supérieur,1.0,Employés,Public,Non,Non,Non,Non,21040.0
56,55-64,Homme,Rural,Nord,Marié,Fondamental,34.0,Ouvriers,Informel,Oui,Non,Non,Non,6673.0
22,18-24,Femme,Rural,Sud,Célibataire,Supérieur,0.0,Professions intermédiaires,Privé,Oui,Non,Non,Non,27187.0
39,35-44,Homme,Rural,Ouest,Marié,Secondaire,9.0,Employés,Privé,Non,Non,Non,Non,20467.0
46,45-54,Femme,Rural,Nord,Marié,Fondamental,22.0,Ouvriers,Privé,Non,Non,Non,Oui,9154.0
20,18-24,Femme,Rural,Centre,Célibataire,Secondaire,0.0,Ouvriers,Privé,Non,Non,Non,Non,8248.0
