area,age,gender,education,socio_professional_group,years_experience,marital_status,has_car,home_ownership,has_land,number_of_children,source_revenu_secondaire,health_insurance,income,age_category,year_of_birth,age_squared,favorite_color
urbain,30,homme,fondamental,Groupe5,9.0,marié,1,rented,0,3,0,0,14085,adulte,1994,900,jaune
urbain,47,homme,sans_niveau,Groupe4,13.0,célibataire,1,owned,0,0,0,0,21301,sénior,1977,2209,bleu
rural,18,homme,fondamental,Groupe6,0.0,veuf,1,owned,1,1,1,1,3121,jeune,2006,324,rouge
urbain,41,homme,supérieur,Groupe5,15.0,célibataire,0,rented,0,0,0,0,33096,adulte,1983,1681,jaune
rural,37,homme,supérieur,Groupe6,16.0,marié,1,owned,1,0,1,0,2116,adulte,1987,1369,jaune
rural,18,femme,,Groupe5,0.0,marié,1,,0,3,0,0,344,jeune,2006,324,rouge
rural,41,femme,sans_niveau,Groupe2,,célibataire,0,owned,1,1,1,0,3615,adulte,1983,1681,rouge
urbain,43,homme,sans_niveau,Groupe4,16.0,veuf,1,owned,0,0,0,1,13758,adulte,1981,1849,rouge
urbain,18,femme,secondaire,Groupe5,0.0,célibataire,1,rented,0,0,0,0,2402,jeune,2006,324,vert
rural,18,femme,supérieur,Groupe5,,célibataire,0,owned,0,1,1,0,516,jeune,2006,324,bleu
urbain,65,homme,sans_niveau,Groupe1,37.0,célibataire,1,other,0,2,0,1,41367,âgé,1959,4225,rouge
urbain,32,femme,fondamental,Groupe3,13.0,marié,1,rented,0,2,0,0,383,adulte,1992,1024,vert
urbain,49,homme,supérieur,Groupe2,27.0,divorcé,0,owned,1,0,0,1,40857,sénior,1975,2401,vert
rural,51,femme,secondaire,Groupe5,22.0,célibataire,0,rented,1,0,0,0,2908,sénior,1973,2601,rouge
rural,40,femme,fondamental,Groupe1,15.0,marié,1,owned,0,2,1,1,627,adulte,1984,1600,vert
urbain,50,homme,sans_niveau,Groupe3,23.0,célibataire,1,owned,0,1,0,0,25881,sénior,1974,2500,jaune
urbain,18,homme,fondamental,Groupe2,0.0,divorcé,0,rented,0,0,0,1,12768,jeune,2006,324,bleu
urbain,31,homme,fondamental,Groupe5,9.0,célibataire,1,rented,0,0,0,1,19477,adulte,1993,961,jaune
rural,18,homme,,Groupe1,0.0,marié,0,other,1,1,1,1,2730,jeune,2006,324,bleu
urbain,18,femme,supérieur,Groupe5,0.0,marié,1,,0,3,1,0,9838,jeune,2006,324,jaune
urbain,26,femme,supérieur,Groupe4,4.0,divorcé,1,rented,0,0,0,0,27744,adulte,1998,676,rouge
rural,25,homme,fondamental,Groupe3,0.0,célibataire,0,rented,0,0,0,0,873,jeune,1999,625,rouge
rural,35,femme,sans_niveau,Groupe3,15.0,célibataire,1,owned,1,1,1,0,3435,adulte,1989,1225,jaune
rural,34,homme,,Groupe3,12.0,célibataire,1,owned,1,2,1,0,9521,adulte,1990,1156,vert
rural,37,femme,secondaire,Groupe3,14.0,célibataire,0,owned,1,0,1,0,2749,adulte,1987,1369,rouge
urbain,37,homme,sans_niveau,Groupe6,16.0,marié,1,rented,0,2,0,0,19626,adulte,1987,1369,jaune
urbain,39,homme,secondaire,Groupe4,13.0,célibataire,1,rented,0,0,1,0,19969,adulte,1985,1521,rouge
rural,20,femme,secondaire,Groupe1,2.0,marié,0,owned,1,2,1,0,6204,jeune,2004,400,vert
rural,24,femme,fondamental,Groupe4,5.0,veuf,0,owned,1,0,0,0,2826,jeune,2000,576,bleu
rural,34,homme,sans_niveau,Groupe5,6.0,divorcé,1,owned,1,0,1,0,5070,adulte,1990,1156,bleu
rural,34,homme,sans_niveau,Groupe4,10.0,marié,0,owned,1,2,0,0,18226,adulte,1990,1156,jaune
urbain,18,homme,,Groupe5,0.0,divorcé,0,rented,0,0,1,0,5775,jeune,2006,324,rouge
urbain,51,femme,sans_niveau,Groupe3,23.0,marié,1,owned,0,3,0,0,29731,sénior,1973,2601,rouge
rural,45,femme,supérieur,Groupe6,20.0,marié,1,owned,1,0,0,0,1169,adulte,1979,2025,rouge
rural,22,homme,sans_niveau,Groupe5,0.0,marié,0,owned,1,3,1,0,1746,jeune,2002,484,jaune
rural,31,femme,secondaire,Groupe4,7.0,marié,0,rented,1,1,1,0,1172,adulte,1993,961,vert
rural,65,homme,secondaire,Groupe5,31.0,célibataire,1,owned,1,1,0,0,13329,âgé,1959,4225,bleu
rural,37,homme,supérieur,Groupe1,16.0,célibataire,1,owned,1,2,0,1,63240,adulte,1987,1369,vert
urbain,40,homme,supérieur,Groupe2,,marié,1,owned,0,3,0,0,47896,adulte,1984,1600,bleu
urbain,25,homme,secondaire,Groupe3,6.0,marié,1,owned,0,1,0,0,20731,jeune,1999,625,jaune
urbain,30,femme,fondamental,Groupe5,12.0,célibataire,0,owned,1,0,0,0,27668,adulte,1994,900,rouge
urbain,57,femme,fondamental,Groupe2,26.0,célibataire,0,owned,1,0,0,1,26232,sénior,1967,3249,vert
urbain,36,homme,fondamental,Groupe6,11.0,marié,1,owned,0,1,0,0,20756,adulte,1988,1296,vert
urbain,33,femme,secondaire,Groupe6,10.0,célibataire,1,rented,0,1,0,0,7356,adulte,1991,1089,bleu
urbain,35,femme,supérieur,Groupe3,9.0,marié,1,other,0,3,0,1,17056,adulte,1989,1225,vert
urbain,70,femme,secondaire,Groupe6,37.0,célibataire,1,owned,0,0,1,0,29014,âgé,1954,4900,jaune
urbain,35,femme,secondaire,Groupe6,8.0,marié,1,rented,0,0,0,0,4690,adulte,1989,1225,jaune
urbain,22,homme,secondaire,Groupe3,2.0,divorcé,1,rented,0,2,1,0,9293,jeune,2002,484,jaune
urbain,25,homme,sans_niveau,Groupe4,0.0,célibataire,0,owned,0,0,0,0,5733,jeune,1999,625,rouge
rural,46,homme,supérieur,Groupe1,17.0,célibataire,0,owned,0,0,0,1,28664,sénior,1978,2116,vert
urbain,18,homme,fondamental,Groupe4,0.0,divorcé,1,owned,0,1,1,0,14181,jeune,2006,324,vert
urbain,41,homme,sans_niveau,Groupe4,18.0,marié,0,owned,0,1,0,0,9239,adulte,1983,1681,rouge
urbain,24,homme,secondaire,Groupe5,0.0,divorcé,0,rented,0,1,0,0,7390,jeune,2000,576,rouge
rural,18,homme,supérieur,Groupe1,0.0,marié,0,owned,1,1,1,1,26376,jeune,2006,324,bleu
urbain,20,femme,,Groupe5,0.0,célibataire,0,owned,0,0,0,0,9335,jeune,2004,400,rouge
urbain,35,femme,sans_niveau,Groupe5,11.0,marié,0,rented,0,2,1,1,12739,adulte,1989,1225,bleu
urbain,55,femme,secondaire,Groupe3,31.0,célibataire,1,owned,0,0,0,1,66103,sénior,1969,3025,vert
urbain,48,homme,,Groupe4,18.0,marié,1,owned,0,1,1,0,13445,sénior,1976,2304,vert
urbain,30,homme,secondaire,Groupe5,4.0,marié,0,rented,0,1,1,0,6060,adulte,1994,900,rouge
urbain,49,femme,sans_niveau,Groupe1,20.0,marié,0,owned,0,1,0,1,25492,sénior,1975,2401,vert
urbain,29,femme,secondaire,Groupe4,5.0,marié,1,owned,0,0,0,0,11881,adulte,1995,841,bleu
rural,18,homme,,Groupe2,0.0,divorcé,1,owned,1,0,1,0,11490,jeune,2006,324,bleu
rural,35,homme,supérieur,Groupe6,13.0,célibataire,1,owned,1,0,1,1,2236,adulte,1989,1225,rouge
urbain,18,homme,secondaire,Groupe6,0.0,célibataire,0,,0,2,1,0,5106,jeune,2006,324,jaune
urbain,46,femme,fondamental,Groupe5,,divorcé,1,rented,0,0,0,0,54883,sénior,1978,2116,jaune
rural,47,homme,supérieur,Groupe2,20.0,marié,0,other,1,0,1,1,13278,sénior,1977,2209,bleu
urbain,21,homme,sans_niveau,Groupe6,1.0,marié,1,owned,0,1,0,0,7669,jeune,2003,441,bleu
urbain,37,homme,supérieur,Groupe1,10.0,marié,1,owned,0,2,0,1,100570,adulte,1987,1369,rouge
urbain,37,femme,sans_niveau,Groupe6,9.0,marié,0,owned,0,1,0,1,4594,adulte,1987,1369,bleu
urbain,48,homme,secondaire,Groupe2,18.0,marié,1,rented,0,2,0,1,29819,sénior,1976,2304,bleu
rural,18,homme,sans_niveau,Groupe2,0.0,marié,0,owned,0,2,1,1,4576,jeune,2006,324,bleu
rural,43,homme,sans_niveau,Groupe4,12.0,marié,0,owned,1,0,0,1,4296,adulte,1981,1849,bleu
rural,18,femme,supérieur,Groupe4,0.0,marié,1,rented,0,0,1,0,2439,jeune,2006,324,vert
urbain,46,homme,fondamental,Groupe4,15.0,marié,1,rented,0,2,0,0,20390,sénior,1978,2116,rouge
urbain,50,femme,fondamental,Groupe6,17.0,marié,1,rented,0,4,0,0,16320,sénior,1974,2500,bleu
urbain,24,homme,secondaire,Groupe1,4.0,marié,0,rented,0,0,1,1,58026,jeune,2000,576,vert
urbain,53,femme,supérieur,Groupe2,28.0,célibataire,1,rented,0,2,0,1,11994,sénior,1971,2809,rouge
urbain,18,homme,,Groupe5,0.0,célibataire,1,rented,0,1,0,0,8724,jeune,2006,324,vert
rural,51,homme,fondamental,Groupe4,,marié,0,owned,0,0,1,1,8203,sénior,1973,2601,bleu
rural,56,homme,,Groupe2,28.0,veuf,1,owned,1,1,1,0,20270,sénior,1968,3136,rouge
urbain,40,homme,secondaire,Groupe3,15.0,marié,1,other,0,1,0,0,17961,adulte,1984,1600,vert
rural,32,homme,secondaire,Groupe1,7.0,veuf,0,owned,1,0,0,1,36517,adulte,1992,1024,jaune
rural,39,homme,supérieur,Groupe2,17.0,divorcé,1,owned,1,0,1,1,19377,adulte,1985,1521,vert
urbain,25,femme,sans_niveau,Groupe5,4.0,célibataire,1,rented,0,3,0,1,13370,jeune,1999,625,bleu
urbain,70,homme,sans_niveau,Groupe2,33.0,célibataire,1,rented,0,0,0,1,50019,âgé,1954,4900,rouge
urbain,26,femme,secondaire,Groupe4,8.0,marié,1,owned,0,1,0,1,7559,adulte,1998,676,vert
urbain,54,femme,fondamental,Groupe4,23.0,célibataire,0,other,0,1,0,0,14389,sénior,1970,2916,jaune
urbain,23,homme,fondamental,Groupe2,0.0,marié,0,rented,0,0,1,1,26593,jeune,2001,529,jaune
rural,58,homme,supérieur,Groupe6,24.0,marié,0,owned,1,2,1,1,7691,sénior,1966,3364,rouge
urbain,65,femme,sans_niveau,Groupe5,30.0,célibataire,0,owned,0,1,1,0,12871,âgé,1959,4225,bleu
urbain,40,homme,secondaire,Groupe5,15.0,marié,1,rented,0,2,1,0,47453,adulte,1984,1600,bleu
urbain,39,homme,supérieur,Groupe4,21.0,célibataire,0,rented,0,1,0,0,137190,adulte,1985,1521,jaune
urbain,20,femme,sans_niveau,Groupe5,2.0,célibataire,1,owned,0,1,1,0,4859,jeune,2004,400,jaune
rural,18,homme,secondaire,Groupe4,0.0,célibataire,1,owned,1,2,1,0,2196,jeune,2006,324,jaune
rural,39,femme,supérieur,Groupe4,20.0,marié,0,owned,1,2,1,0,9749,adulte,1985,1521,vert
urbain,56,homme,fondamental,Groupe2,24.0,marié,1,rented,0,3,0,1,59105,sénior,1968,3136,bleu
urbain,26,femme,sans_niveau,Groupe1,2.0,célibataire,1,other,0,0,0,1,14379,adulte,1998,676,rouge
urbain,68,homme,sans_niveau,Groupe2,32.0,célibataire,1,owned,0,0,0,1,123224,âgé,1956,4624,jaune
urbain,25,homme,secondaire,Groupe2,3.0,marié,1,owned,0,3,1,1,10190,jeune,1999,625,rouge
urbain,38,femme,fondamental,Groupe5,17.0,célibataire,0,owned,0,0,1,1,19386,adulte,1986,1444,jaune
urbain,38,femme,fondamental,Groupe2,16.0,célibataire,1,rented,0,0,1,0,41074,adulte,1986,1444,jaune
urbain,33,homme,,Groupe2,11.0,marié,1,rented,1,1,1,1,17351,adulte,1991,1089,jaune
urbain,18,femme,,Groupe6,0.0,marié,1,rented,0,1,1,0,2057,jeune,2006,324,bleu
urbain,25,femme,,Groupe3,3.0,célibataire,0,,0,1,0,0,18013,jeune,1999,625,vert
urbain,37,homme,fondamental,Groupe6,17.0,marié,0,owned,0,1,0,0,12077,adulte,1987,1369,rouge
urbain,33,homme,supérieur,Groupe5,1.0,marié,1,owned,0,1,0,1,23883,adulte,1991,1089,jaune
urbain,44,homme,secondaire,Groupe5,16.0,célibataire,1,other,0,1,0,1,46585,adulte,1980,1936,vert
urbain,46,femme,secondaire,Groupe2,18.0,marié,1,rented,0,0,1,1,27723,sénior,1978,2116,vert
rural,31,homme,supérieur,Groupe1,6.0,marié,1,owned,0,2,1,1,10160,adulte,1993,961,vert
rural,20,femme,supérieur,Groupe3,0.0,célibataire,1,rented,1,1,0,0,4679,jeune,2004,400,jaune
urbain,58,homme,secondaire,Groupe5,32.0,célibataire,1,rented,1,1,0,0,65002,sénior,1966,3364,rouge
urbain,18,femme,fondamental,Groupe6,0.0,célibataire,1,owned,0,0,0,0,10384,jeune,2006,324,vert
urbain,26,femme,secondaire,Groupe4,8.0,veuf,1,rented,0,1,1,0,4062,adulte,1998,676,bleu
urbain,22,femme,fondamental,Groupe2,1.0,marié,1,owned,0,2,0,0,13750,jeune,2002,484,bleu
urbain,46,homme,sans_niveau,Groupe2,20.0,célibataire,0,rented,0,0,0,1,15465,sénior,1978,2116,jaune
rural,54,femme,secondaire,Groupe6,24.0,marié,0,other,1,1,0,1,13719,sénior,1970,2916,rouge
urbain,32,femme,secondaire,Groupe2,12.0,divorcé,1,owned,0,0,0,1,24303,adulte,1992,1024,jaune
urbain,38,femme,fondamental,Groupe3,16.0,marié,1,owned,0,2,0,0,10240,adulte,1986,1444,vert
rural,41,femme,supérieur,Groupe5,12.0,divorcé,0,other,1,0,1,0,11471,adulte,1983,1681,rouge
urbain,62,femme,secondaire,Groupe2,34.0,veuf,0,owned,0,2,0,1,24364,âgé,1962,3844,jaune
urbain,18,homme,supérieur,Groupe4,0.0,marié,1,owned,0,2,0,1,13750,jeune,2006,324,rouge
rural,46,homme,,Groupe2,21.0,marié,1,owned,0,2,1,1,8053,sénior,1978,2116,bleu
urbain,40,femme,fondamental,Groupe1,17.0,célibataire,1,rented,0,0,0,1,18858,adulte,1984,1600,jaune
rural,29,homme,sans_niveau,Groupe3,5.0,marié,0,owned,0,1,0,1,2832,adulte,1995,841,vert
rural,39,homme,fondamental,Groupe1,12.0,marié,0,owned,1,0,1,0,6739,adulte,1985,1521,rouge
urbain,46,homme,sans_niveau,Groupe6,17.0,célibataire,0,owned,0,1,0,0,3469,sénior,1978,2116,rouge
urbain,43,femme,secondaire,Groupe2,22.0,célibataire,0,owned,0,0,0,1,19472,adulte,1981,1849,rouge
urbain,67,homme,fondamental,Groupe5,29.0,veuf,1,rented,0,1,0,0,17832,âgé,1957,4489,rouge
urbain,36,femme,secondaire,Groupe6,11.0,marié,1,owned,0,3,0,0,10861,adulte,1988,1296,rouge
urbain,35,femme,sans_niveau,Groupe6,10.0,célibataire,0,other,0,1,0,0,12799,adulte,1989,1225,jaune
rural,32,homme,fondamental,Groupe2,8.0,marié,0,owned,1,1,1,1,15944,adulte,1992,1024,bleu
urbain,43,homme,supérieur,Groupe5,20.0,marié,1,rented,0,0,0,0,40757,adulte,1981,1849,vert
urbain,34,homme,sans_niveau,Groupe3,12.0,divorcé,0,other,0,0,0,0,21889,adulte,1990,1156,rouge
rural,35,homme,supérieur,Groupe1,7.0,célibataire,1,rented,1,0,1,1,7647,adulte,1989,1225,bleu
urbain,35,femme,fondamental,Groupe5,6.0,célibataire,0,rented,0,0,0,0,5849,adulte,1989,1225,jaune
rural,32,homme,sans_niveau,Groupe6,8.0,marié,0,owned,1,1,1,0,2633,adulte,1992,1024,jaune
urbain,25,femme,supérieur,Groupe2,1.0,célibataire,0,rented,0,0,0,0,55711,jeune,1999,625,rouge
urbain,41,femme,,Groupe2,20.0,divorcé,1,rented,0,0,1,0,33609,adulte,1983,1681,bleu
rural,30,femme,fondamental,Groupe2,4.0,veuf,0,owned,1,1,0,1,3312,adulte,1994,900,jaune
urbain,44,femme,secondaire,Groupe2,16.0,marié,0,owned,0,2,0,0,50485,adulte,1980,1936,rouge
rural,36,femme,fondamental,Groupe2,14.0,marié,0,owned,0,2,1,1,4013,adulte,1988,1296,jaune
rural,29,femme,secondaire,Groupe3,4.0,marié,0,owned,1,1,0,0,55363,adulte,1995,841,rouge
rural,58,femme,secondaire,Groupe2,25.0,célibataire,1,owned,1,0,1,0,3682,sénior,1966,3364,rouge
urbain,33,femme,fondamental,Groupe1,11.0,célibataire,1,rented,0,0,1,1,55579,adulte,1991,1089,vert
urbain,44,femme,secondaire,Groupe4,24.0,célibataire,0,owned,0,0,0,0,12203,adulte,1980,1936,rouge
rural,24,femme,sans_niveau,Groupe3,2.0,marié,1,owned,1,5,1,1,5187,jeune,2000,576,bleu
rural,18,homme,fondamental,Groupe5,0.0,veuf,1,owned,1,0,1,1,2057,jeune,2006,324,vert
rural,26,homme,fondamental,Groupe5,3.0,marié,1,owned,1,1,1,0,1109,adulte,1998,676,vert
urbain,18,homme,fondamental,Groupe4,0.0,veuf,1,owned,0,0,0,0,11192,jeune,2006,324,rouge
urbain,31,femme,secondaire,Groupe6,12.0,marié,0,rented,0,2,1,0,8429,adulte,1993,961,bleu
rural,57,femme,sans_niveau,Groupe1,23.0,célibataire,0,owned,0,0,1,1,24803,sénior,1967,3249,bleu
urbain,21,homme,sans_niveau,Groupe2,3.0,marié,1,rented,0,2,1,1,19649,jeune,2003,441,rouge
rural,18,femme,supérieur,Groupe4,0.0,marié,0,owned,0,0,1,0,2516,jeune,2006,324,rouge
rural,57,femme,supérieur,Groupe6,26.0,marié,0,owned,1,1,0,0,25721,sénior,1967,3249,rouge
urbain,27,femme,supérieur,Groupe4,4.0,marié,1,rented,0,4,0,1,40995,adulte,1997,729,jaune
rural,34,homme,secondaire,Groupe3,9.0,célibataire,0,rented,1,1,0,0,12395,adulte,1990,1156,bleu
rural,46,femme,supérieur,Groupe2,22.0,célibataire,0,owned,1,0,0,1,18797,sénior,1978,2116,jaune
urbain,42,femme,fondamental,Groupe6,20.0,marié,0,owned,0,2,1,1,17973,adulte,1982,1764,rouge
rural,46,homme,sans_niveau,Groupe3,21.0,célibataire,1,owned,0,0,1,0,3107,sénior,1978,2116,rouge
urbain,48,femme,secondaire,Groupe2,,célibataire,0,rented,0,0,1,1,21990,sénior,1976,2304,bleu
rural,18,homme,fondamental,Groupe3,0.0,veuf,0,owned,1,1,0,0,1546,jeune,2006,324,jaune
urbain,18,femme,fondamental,Groupe5,0.0,célibataire,0,other,0,0,0,0,3795,jeune,2006,324,rouge
rural,52,femme,secondaire,Groupe1,23.0,marié,0,other,1,0,1,1,11552,sénior,1972,2704,vert
urbain,23,homme,sans_niveau,Groupe2,0.0,célibataire,0,rented,0,0,1,1,22891,jeune,2001,529,vert
urbain,24,homme,secondaire,Groupe6,3.0,divorcé,1,owned,0,0,1,0,7634,jeune,2000,576,rouge
rural,18,homme,supérieur,Groupe3,0.0,célibataire,1,other,1,0,0,0,1779,jeune,2006,324,vert
urbain,28,homme,secondaire,Groupe4,8.0,marié,0,rented,0,1,0,1,8522,adulte,1996,784,bleu
urbain,29,femme,secondaire,Groupe3,10.0,marié,1,owned,0,1,1,1,7554,adulte,1995,841,bleu
rural,20,homme,fondamental,Groupe1,2.0,célibataire,0,owned,1,0,1,0,45805,jeune,2004,400,jaune
rural,19,homme,fondamental,Groupe5,0.0,divorcé,1,owned,1,2,0,1,1936,jeune,2005,361,bleu
urbain,39,femme,secondaire,Groupe4,7.0,veuf,1,rented,0,0,1,1,18308,adulte,1985,1521,rouge
urbain,22,femme,supérieur,Groupe4,0.0,célibataire,0,,0,0,0,0,12011,jeune,2002,484,jaune
urbain,25,femme,fondamental,Groupe4,7.0,célibataire,1,owned,0,1,1,0,9139,jeune,1999,625,vert
urbain,18,homme,supérieur,Groupe2,0.0,marié,1,owned,0,0,0,0,6608,jeune,2006,324,rouge
urbain,64,homme,sans_niveau,Groupe5,33.0,célibataire,1,rented,1,0,0,0,46946,âgé,1960,4096,rouge
rural,49,femme,sans_niveau,Groupe5,17.0,marié,1,owned,1,0,0,1,2052,sénior,1975,2401,jaune
rural,27,homme,sans_niveau,Groupe2,5.0,célibataire,1,owned,0,0,0,0,5731,adulte,1997,729,bleu
rural,21,homme,secondaire,Groupe5,3.0,marié,1,owned,1,1,1,0,1652,jeune,2003,441,jaune
rural,35,femme,fondamental,Groupe6,13.0,marié,0,owned,1,2,1,1,663,adulte,1989,1225,jaune
urbain,34,homme,supérieur,Groupe1,12.0,marié,1,rented,0,3,1,0,30993,adulte,1990,1156,bleu
urbain,18,homme,secondaire,Groupe5,0.0,marié,1,owned,0,1,1,1,5516,jeune,2006,324,jaune
urbain,18,homme,secondaire,Groupe5,0.0,marié,0,other,0,1,0,1,17347,jeune,2006,324,rouge
urbain,27,femme,sans_niveau,Groupe3,7.0,célibataire,1,rented,0,2,1,0,6913,adulte,1997,729,bleu
urbain,18,femme,,Groupe1,0.0,célibataire,0,rented,0,2,1,0,5996,jeune,2006,324,vert
rural,37,homme,secondaire,Groupe2,11.0,célibataire,1,other,0,1,1,1,11626,adulte,1987,1369,jaune
urbain,37,homme,fondamental,Groupe6,13.0,divorcé,1,rented,0,1,1,1,11711,adulte,1987,1369,bleu
urbain,20,femme,secondaire,Groupe4,0.0,célibataire,1,owned,0,1,1,0,21227,jeune,2004,400,jaune
urbain,26,homme,supérieur,Groupe5,6.0,divorcé,1,owned,0,1,0,0,13010,adulte,1998,676,jaune
rural,61,femme,supérieur,Groupe4,28.0,célibataire,1,owned,0,1,1,1,10141,âgé,1963,3721,jaune
urbain,46,femme,sans_niveau,Groupe4,18.0,marié,1,other,0,1,0,1,122108,sénior,1978,2116,vert
urbain,28,homme,supérieur,Groupe2,9.0,célibataire,1,other,1,0,0,1,20808,adulte,1996,784,vert
urbain,69,homme,,Groupe2,39.0,célibataire,1,owned,0,0,0,1,12131,âgé,1955,4761,jaune
rural,18,homme,fondamental,Groupe3,,veuf,1,rented,1,0,1,0,2363,jeune,2006,324,vert
urbain,22,femme,secondaire,Groupe3,0.0,divorcé,1,owned,0,0,0,0,8123,jeune,2002,484,rouge
rural,33,femme,fondamental,Groupe1,11.0,célibataire,1,owned,0,2,1,1,711,adulte,1991,1089,rouge
rural,18,homme,secondaire,Groupe5,,veuf,0,owned,1,0,1,0,2154,jeune,2006,324,vert
urbain,61,femme,supérieur,Groupe1,29.0,célibataire,0,owned,0,0,0,0,109613,âgé,1963,3721,rouge
urbain,37,homme,,Groupe4,10.0,célibataire,1,owned,0,3,1,0,8303,adulte,1987,1369,bleu
rural,23,homme,fondamental,Groupe3,,célibataire,0,rented,1,1,1,1,3479,jeune,2001,529,vert
urbain,41,homme,supérieur,Groupe4,15.0,veuf,0,owned,1,2,0,0,25646,adulte,1983,1681,bleu
urbain,37,femme,secondaire,Groupe5,14.0,célibataire,1,,1,1,0,0,22965,adulte,1987,1369,jaune
rural,30,femme,sans_niveau,Groupe4,,célibataire,0,owned,0,0,1,0,2234,adulte,1994,900,rouge
rural,18,homme,secondaire,Groupe6,0.0,célibataire,0,owned,1,2,1,0,2530,jeune,2006,324,jaune
rural,18,femme,sans_niveau,Groupe6,0.0,marié,0,rented,1,3,0,0,1249,jeune,2006,324,vert
rural,67,homme,secondaire,Groupe6,37.0,divorcé,0,owned,0,2,1,0,6519,âgé,1957,4489,rouge
urbain,18,femme,supérieur,Groupe3,0.0,célibataire,0,,0,2,0,0,15171,jeune,2006,324,jaune
urbain,60,femme,secondaire,Groupe3,35.0,marié,1,owned,0,0,1,1,25465,sénior,1964,3600,bleu
rural,22,homme,fondamental,Groupe3,0.0,marié,0,rented,1,3,1,0,1397,jeune,2002,484,jaune
urbain,46,homme,,Groupe2,13.0,marié,1,owned,0,0,1,1,24699,sénior,1978,2116,rouge
urbain,41,femme,supérieur,Groupe3,17.0,marié,1,other,0,1,0,0,27012,adulte,1983,1681,jaune
rural,44,homme,fondamental,Groupe5,17.0,célibataire,1,other,1,1,1,0,1296,adulte,1980,1936,vert
urbain,45,homme,sans_niveau,Groupe5,21.0,marié,1,rented,0,0,1,1,6579,adulte,1979,2025,rouge
urbain,18,femme,supérieur,Groupe1,0.0,célibataire,1,owned,0,1,1,0,13454,jeune,2006,324,jaune
urbain,24,homme,sans_niveau,Groupe6,6.0,marié,1,other,0,2,1,0,10226,jeune,2000,576,jaune
urbain,18,femme,secondaire,Groupe2,0.0,marié,1,rented,0,2,0,1,11157,jeune,2006,324,vert
urbain,37,homme,supérieur,Groupe5,13.0,célibataire,0,owned,0,0,0,0,19092,adulte,1987,1369,jaune
urbain,18,femme,fondamental,Groupe5,0.0,marié,0,rented,0,3,1,0,6194,jeune,2006,324,vert
urbain,18,femme,supérieur,Groupe3,0.0,veuf,1,rented,0,0,0,0,4034,jeune,2006,324,rouge
rural,31,homme,fondamental,Groupe2,3.0,célibataire,0,owned,0,0,1,1,27268,adulte,1993,961,jaune
rural,18,homme,,Groupe2,0.0,marié,0,other,1,2,1,0,2646,jeune,2006,324,jaune
urbain,38,femme,sans_niveau,Groupe6,9.0,célibataire,0,rented,0,0,0,0,3808,adulte,1986,1444,jaune
rural,18,homme,secondaire,Groupe2,0.0,marié,1,owned,1,4,1,1,4365,jeune,2006,324,rouge
urbain,22,homme,secondaire,Groupe3,4.0,divorcé,0,rented,0,1,1,0,4361,jeune,2002,484,jaune
urbain,18,femme,secondaire,Groupe6,0.0,marié,1,rented,0,2,0,0,8660,jeune,2006,324,vert
rural,59,femme,secondaire,Groupe5,25.0,marié,1,rented,1,2,0,0,8914,sénior,1965,3481,vert
urbain,18,femme,secondaire,Groupe2,0.0,célibataire,1,rented,0,2,0,0,3263,jeune,2006,324,bleu
rural,29,homme,secondaire,Groupe5,6.0,célibataire,0,rented,0,0,0,0,4540,adulte,1995,841,jaune
urbain,18,homme,fondamental,Groupe5,0.0,veuf,1,owned,0,2,0,0,12232,jeune,2006,324,vert
rural,22,femme,secondaire,Groupe5,4.0,célibataire,0,owned,1,0,1,0,2163,jeune,2002,484,bleu
urbain,61,homme,supérieur,Groupe6,29.0,célibataire,1,owned,0,1,0,0,110814,âgé,1963,3721,bleu
rural,39,femme,sans_niveau,Groupe5,11.0,marié,0,rented,1,3,0,0,1871,adulte,1985,1521,vert
urbain,24,homme,supérieur,Groupe5,2.0,célibataire,0,rented,0,1,1,0,16905,jeune,2000,576,vert
rural,34,homme,supérieur,Groupe4,11.0,marié,0,rented,1,0,0,0,7803,adulte,1990,1156,bleu
urbain,26,homme,,Groupe2,1.0,marié,0,rented,0,3,0,1,13889,adulte,1998,676,rouge
urbain,33,homme,fondamental,Groupe3,8.0,divorcé,1,owned,0,0,1,0,17712,adulte,1991,1089,jaune
rural,46,homme,secondaire,Groupe1,,divorcé,0,owned,1,3,0,1,8914,sénior,1978,2116,vert
urbain,30,femme,supérieur,Groupe5,,célibataire,1,rented,0,0,0,0,22321,adulte,1994,900,vert
urbain,38,homme,sans_niveau,Groupe6,13.0,célibataire,0,rented,0,0,1,0,10932,adulte,1986,1444,jaune
rural,38,femme,fondamental,Groupe5,14.0,célibataire,0,other,1,0,1,0,3399,adulte,1986,1444,rouge
urbain,30,femme,secondaire,Groupe5,4.0,marié,1,,0,0,0,0,11060,adulte,1994,900,vert
urbain,23,homme,sans_niveau,Groupe3,1.0,divorcé,1,rented,0,2,0,1,2601,jeune,2001,529,vert
urbain,27,homme,supérieur,Groupe3,2.0,marié,0,rented,0,1,0,1,13808,adulte,1997,729,jaune
rural,45,femme,supérieur,Groupe5,19.0,célibataire,0,other,0,0,1,0,16100,adulte,1979,2025,bleu
urbain,46,femme,sans_niveau,Groupe2,14.0,marié,1,rented,0,2,0,1,23299,sénior,1978,2116,rouge
urbain,18,homme,fondamental,Groupe5,0.0,marié,0,owned,0,0,0,1,6633,jeune,2006,324,vert
